opportunity_id,account_id,originating_lead_id,owner_rep_id,created_at,close_date,stage,amount,is_closed,is_won,is_closed_lost,opportunity_source,lead_source,region,territory_id,segment,industry,sales_cycle_days,loss_reason_id,loss_reason,loss_reason_category,controllable_loss_flag,days_in_stage,activity_count,days_since_last_activity,next_step_exists,operational_risk_score
OPP_000514,ACC_000127,LEAD_007550,REP_AMER_ENT_06,2025-04-10,2025-07-31,Closed Won,742000,1,1,0,converted_mql,Demo Request,AMER,AMER_ENT,Enterprise,Manufacturing,112,,,,,2,10,6,0,0
OPP_000515,ACC_001418,LEAD_009685,REP_AMER_MM_04,2025-03-26,2025-05-27,Closed Lost,116000,1,0,1,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Public Sector,62,LR_NO_DECISION,No decision,Timing,0,0,9,6,0,2
OPP_000516,ACC_001996,LEAD_000827,REP_AMER_COMM_02,2024-07-18,2024-09-07,Closed Lost,86000,1,0,1,converted_mql,Demo Request,AMER,LATAM,Commercial,Manufacturing,51,LR_NO_DECISION,No decision,Timing,0,1,8,3,0,3
OPP_000517,ACC_000506,LEAD_007172,REP_AMER_COMM_05,2025-03-19,,Qualification,535000,0,0,0,converted_mql,Demo Request,AMER,AMER_ENT,Enterprise,Public Sector,,,,,,19,13,12,1,1
OPP_000518,ACC_001058,LEAD_002347,REP_AMER_COMM_06,2025-04-27,2025-07-09,Closed Lost,252000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Mid-Market,Energy,73,LR_UNRESPONSIVE,Unresponsive,Operational,1,0,5,5,0,4
OPP_000519,ACC_001911,LEAD_006811,REP_JPKR_03,2024-06-07,,Discovery,673000,0,0,0,converted_mql,Demo Request,APJ,JAPAN_KOREA,Enterprise,Technology,,,,,,13,11,7,1,0
OPP_000520,ACC_000835,LEAD_011016,REP_UKI_03,2025-04-15,,Negotiation,212000,0,0,0,converted_mql,Partner Referral,EMEA,UKI,Mid-Market,Financial Services,,,,,,15,14,0,1,1
OPP_000521,ACC_000987,LEAD_003869,REP_AMER_MM_04,2025-05-14,2025-07-08,Closed Won,149000,1,1,0,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Technology,55,,,,,1,10,5,0,2
OPP_000522,ACC_000434,LEAD_009355,REP_SEU_01,2024-05-30,2024-06-06,Closed Won,61000,1,1,0,converted_mql,Demo Request,EMEA,SOUTHERN_EUROPE,Commercial,Technology,7,,,,,2,10,0,0,1
OPP_000523,ACC_000696,LEAD_001672,REP_FRBNLX_03,2025-03-04,2025-03-11,Closed Lost,48000,1,0,1,converted_mql,Demo Request,APJ,ANZ,Commercial,Manufacturing,7,LR_TERRITORY_CONFUSION,Territory ownership confusion,Operational,1,0,15,1,0,5
OPP_000524,ACC_001614,LEAD_009384,REP_AMER_COMM_08,2025-02-15,2025-03-20,Closed Lost,23000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Financial Services,33,LR_TIMING,Timing,Timing,0,1,10,6,0,2
OPP_000525,ACC_000367,LEAD_008071,REP_LATAM_02,2025-01-13,2025-01-30,Closed Lost,218000,1,0,1,converted_mql,Demo Request,AMER,LATAM,Mid-Market,Technology,17,LR_MISSING_DECISION_MAKER,Missing decision maker,Operational,1,1,9,6,0,3
OPP_000526,ACC_001489,LEAD_007033,REP_AMER_COMM_06,2024-12-27,,Discovery,16000,0,0,0,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Telecommunications,,,,,,16,6,13,1,1
OPP_000527,ACC_002002,LEAD_007581,REP_DACH_03,2025-04-09,2025-04-28,Closed Lost,69000,1,0,1,converted_mql,Demo Request,EMEA,FR_BENELUX,Commercial,Healthcare,19,LR_PRICE,Price,Commercial,0,0,13,1,0,1
OPP_000528,ACC_002219,LEAD_009699,REP_AMER_ENT_07,2024-11-05,,Proposal,458000,0,0,0,converted_mql,Demo Request,AMER,AMER_ENT,Enterprise,Technology,,,,,,6,15,9,1,1
OPP_000529,ACC_000138,LEAD_008046,REP_UKI_01,2024-09-24,,Demo,44000,0,0,0,converted_mql,Demo Request,EMEA,UKI,Commercial,Healthcare,,,,,,19,9,8,1,0
OPP_000530,ACC_002037,LEAD_010362,REP_FRBNLX_03,2024-12-10,,Negotiation,136000,0,0,0,converted_mql,Demo Request,EMEA,FR_BENELUX,Mid-Market,Healthcare,,,,,,18,12,10,1,1
OPP_000531,ACC_000013,LEAD_011294,REP_INDIA_01,2025-06-30,2025-08-10,Closed Lost,35000,1,0,1,converted_mql,Partner Referral,APJ,INDIA,Commercial,Financial Services,41,LR_COMPETITOR_SELECTED,Competitor selected,Competitive,0,0,7,2,0,1
OPP_000532,ACC_002133,LEAD_008332,REP_SEU_01,2025-02-06,,Proposal,179000,0,0,0,converted_mql,Demo Request,EMEA,SOUTHERN_EUROPE,Mid-Market,Telecommunications,,,,,,29,10,8,0,2
OPP_000533,ACC_001528,LEAD_009036,REP_AMER_COMM_02,2024-03-22,2024-04-11,Closed Won,39000,1,1,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Retail,20,,,,,2,11,0,0,0
OPP_000534,ACC_001321,LEAD_006635,REP_AMER_COMM_02,2024-06-19,,Proposal,37000,0,0,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Logistics,,,,,,14,8,11,0,1
OPP_000535,ACC_000149,LEAD_007804,REP_NORDICS_02,2025-01-17,,Demo,199000,0,0,0,converted_mql,Demo Request,EMEA,NORDICS,Mid-Market,Healthcare,,,,,,10,15,3,1,1
OPP_000536,ACC_000903,LEAD_000736,REP_MEA_02,2025-03-08,,Proposal,196000,0,0,0,converted_mql,Demo Request,EMEA,MEA,Mid-Market,Financial Services,,,,,,28,10,1,1,2
OPP_000537,ACC_000063,LEAD_001603,REP_AMER_COMM_07,2025-05-18,,Discovery,51000,0,0,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Technology,,,,,,24,14,8,1,2
OPP_000538,ACC_000288,LEAD_007145,REP_AMER_ENT_02,2024-11-03,,Proposal,805000,0,0,0,converted_mql,Demo Request,AMER,AMER_ENT,Enterprise,Technology,,,,,,10,9,3,1,1
OPP_000539,ACC_000335,LEAD_008854,REP_SEU_01,2024-08-20,2024-10-05,Closed Lost,146000,1,0,1,converted_mql,Partner Referral,EMEA,SOUTHERN_EUROPE,Mid-Market,Telecommunications,46,LR_NO_DECISION,No decision,Timing,0,0,7,0,0,0
OPP_000540,ACC_000342,LEAD_011836,REP_FRBNLX_03,2024-12-07,,Demo,32000,0,0,0,converted_mql,Demo Request,EMEA,FR_BENELUX,Commercial,Financial Services,,,,,,12,9,12,1,1
OPP_000541,ACC_001490,LEAD_000151,REP_FRBNLX_01,2024-01-06,,Proposal,71000,0,0,0,converted_mql,Demo Request,EMEA,FR_BENELUX,Commercial,Healthcare,,,,,,10,7,3,1,1
OPP_000542,ACC_000951,LEAD_007503,REP_AMER_MM_01,2024-07-12,2024-09-29,Closed Lost,205000,1,0,1,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Education,79,LR_TIMING,Timing,Timing,0,2,3,1,0,3
OPP_000543,ACC_001120,LEAD_003023,REP_DACH_01,2024-07-30,,Demo,61000,0,0,0,converted_mql,Demo Request,EMEA,DACH,Commercial,Technology,,,,,,10,8,2,0,2
OPP_000544,ACC_000407,LEAD_002109,REP_AMER_COMM_03,2024-05-25,2024-06-03,Closed Lost,24000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Technology,9,LR_NO_BUDGET,No budget,Commercial,0,2,12,5,0,1
OPP_000545,ACC_001101,LEAD_004186,REP_AMER_COMM_03,2024-05-08,2024-06-03,Closed Lost,19000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Retail,26,LR_SLOW_FOLLOW_UP,Slow follow-up,Operational,1,1,13,4,0,4
OPP_000546,ACC_000352,LEAD_010600,REP_AMER_ENT_07,2024-07-20,,Proposal,586000,0,0,0,converted_mql,Partner Referral,AMER,AMER_ENT,Enterprise,Healthcare,,,,,,21,10,2,1,1
OPP_000547,ACC_000206,LEAD_003054,REP_JPKR_03,2025-02-02,2025-02-17,Closed Lost,39000,1,0,1,converted_mql,Demo Request,APJ,JAPAN_KOREA,Commercial,Retail,15,LR_COMPETITOR_SELECTED,Competitor selected,Competitive,0,1,12,2,0,1
OPP_000548,ACC_001167,LEAD_003380,REP_AMER_COMM_03,2024-05-16,,Demo,78000,0,0,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Telecommunications,,,,,,13,8,8,1,0
OPP_000549,ACC_001049,LEAD_008794,REP_AMER_COMM_04,2024-09-06,2024-11-29,Closed Won,143000,1,1,0,converted_mql,Demo Request,APJ,INDIA,Mid-Market,Retail,84,,,,,1,19,2,0,1
OPP_000550,ACC_000241,LEAD_008298,REP_AMER_COMM_08,2025-05-25,2025-07-09,Closed Won,61000,1,1,0,converted_mql,Demo Request,EMEA,SOUTHERN_EUROPE,Commercial,Retail,45,,,,,0,9,4,0,0
OPP_000551,ACC_001229,LEAD_001096,REP_UKI_03,2025-01-17,2025-01-24,Closed Won,45000,1,1,0,converted_mql,Demo Request,EMEA,UKI,Commercial,Energy,7,,,,,0,6,3,0,1
OPP_000552,ACC_001490,LEAD_004940,REP_FRBNLX_01,2024-08-25,2024-09-09,Closed Lost,38000,1,0,1,converted_mql,Demo Request,EMEA,FR_BENELUX,Commercial,Healthcare,15,LR_NO_DECISION,No decision,Timing,0,0,11,5,0,3
OPP_000553,ACC_000235,LEAD_003536,REP_AMER_COMM_04,2025-04-26,,Proposal,66000,0,0,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Technology,,,,,,18,12,6,1,1
OPP_000554,ACC_001494,LEAD_005182,REP_SEA_01,2024-09-19,2024-10-16,Closed Lost,149000,1,0,1,converted_mql,Demo Request,APJ,SEA,Mid-Market,Retail,27,LR_UNRESPONSIVE,Unresponsive,Operational,1,2,11,4,0,1
OPP_000555,ACC_001006,LEAD_000489,REP_AMER_MM_02,2025-06-10,,Discovery,349000,0,0,0,converted_mql,Demo Request,EMEA,UKI,Enterprise,Technology,,,,,,5,7,7,0,4
OPP_000556,ACC_002151,LEAD_000126,REP_FRBNLX_03,2024-09-27,,Negotiation,23000,0,0,0,converted_mql,Demo Request,APJ,SEA,Commercial,Healthcare,,,,,,16,10,0,1,1
OPP_000557,ACC_002237,LEAD_007884,REP_AMER_MM_02,2024-04-25,2024-05-29,Closed Lost,122000,1,0,1,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Healthcare,34,LR_SLOW_FOLLOW_UP,Slow follow-up,Operational,1,2,6,3,0,3
OPP_000558,ACC_001487,LEAD_005071,REP_INDIA_02,2025-04-12,2025-04-30,Closed Won,39000,1,1,0,converted_mql,Demo Request,EMEA,FR_BENELUX,Commercial,Manufacturing,18,,,,,0,12,2,0,1
OPP_000559,ACC_000189,LEAD_007546,REP_NORDICS_01,2025-02-18,2025-03-28,Closed Lost,41000,1,0,1,converted_mql,Demo Request,EMEA,NORDICS,Commercial,Logistics,38,LR_PRICE,Price,Commercial,0,0,13,2,0,1
OPP_000560,ACC_000260,LEAD_005759,REP_AMER_COMM_06,2024-12-07,2024-12-22,Closed Won,89000,1,1,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Healthcare,15,,,,,1,7,2,0,1
OPP_000561,ACC_000372,LEAD_005975,REP_AMER_MM_08,2025-02-24,2025-05-10,Closed Lost,179000,1,0,1,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Technology,75,LR_NO_DECISION,No decision,Timing,0,0,11,4,0,2
OPP_000562,ACC_001480,LEAD_002920,REP_AMER_COMM_02,2024-08-03,,Demo,50000,0,0,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Manufacturing,,,,,,11,10,11,1,0
OPP_000563,ACC_000758,LEAD_007074,REP_AMER_MM_04,2024-05-27,2024-06-29,Closed Won,46000,1,1,0,converted_mql,Demo Request,APJ,SEA,Commercial,Manufacturing,33,,,,,1,13,0,0,1
OPP_000564,ACC_000791,LEAD_004155,REP_DACH_02,2024-09-18,,Demo,600000,0,0,0,converted_mql,Demo Request,EMEA,DACH,Enterprise,Financial Services,,,,,,11,12,10,1,1
OPP_000565,ACC_001398,LEAD_004618,REP_SEU_01,2025-04-13,2025-04-29,Closed Won,31000,1,1,0,converted_mql,Demo Request,EMEA,SOUTHERN_EUROPE,Commercial,Energy,16,,,,,1,8,6,0,1
OPP_000566,ACC_000723,LEAD_002450,REP_INDIA_02,2024-03-11,2024-04-09,Closed Lost,36000,1,0,1,converted_mql,Partner Referral,APJ,INDIA,Commercial,Public Sector,29,LR_COMPETITOR_SELECTED,Competitor selected,Competitive,0,1,13,6,0,4
OPP_000567,ACC_000528,LEAD_006917,REP_JPKR_03,2024-07-18,2024-09-09,Closed Lost,35000,1,0,1,converted_mql,Demo Request,APJ,ANZ,Commercial,Technology,53,LR_PRICE,Price,Commercial,0,2,13,3,0,4
OPP_000568,ACC_001431,LEAD_007564,REP_INDIA_02,2024-10-18,2024-10-25,Closed Won,48000,1,1,0,converted_mql,Demo Request,EMEA,DACH,Commercial,Telecommunications,7,,,,,2,12,0,0,2
OPP_000569,ACC_001494,LEAD_004010,REP_SEA_02,2024-06-05,2024-07-16,Closed Lost,183000,1,0,1,converted_mql,Free Trial / Free Sample,APJ,SEA,Mid-Market,Retail,41,LR_PRICE,Price,Commercial,0,1,9,4,0,1
OPP_000570,ACC_001444,LEAD_000430,REP_MEA_01,2024-05-15,,Demo,50000,0,0,0,converted_mql,Demo Request,EMEA,MEA,Commercial,Financial Services,,,,,,6,3,1,1,1
OPP_000571,ACC_001170,LEAD_008395,REP_INDIA_02,2025-01-13,2025-02-19,Closed Lost,37000,1,0,1,converted_mql,Demo Request,APJ,INDIA,Commercial,Public Sector,37,LR_NO_DECISION,No decision,Timing,0,2,8,0,0,3
OPP_000572,ACC_001780,LEAD_010887,REP_LATAM_02,2024-08-31,,Qualification,24000,0,0,0,converted_mql,Demo Request,AMER,LATAM,Commercial,Financial Services,,,,,,8,12,9,1,1
OPP_000573,ACC_001555,LEAD_005250,REP_UKI_02,2024-08-13,,Negotiation,23000,0,0,0,converted_mql,Demo Request,EMEA,UKI,Commercial,Financial Services,,,,,,19,9,9,1,0
OPP_000574,ACC_000987,LEAD_002994,REP_AMER_MM_04,2025-05-14,,Demo,205000,0,0,0,converted_mql,Partner Referral,AMER,AMER_MM,Mid-Market,Technology,,,,,,7,14,11,0,3
OPP_000575,ACC_000430,LEAD_001340,REP_AMER_ENT_05,2024-03-02,2024-03-17,Closed Won,41000,1,1,0,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Financial Services,15,,,,,0,11,5,0,1
OPP_000576,ACC_001250,LEAD_005212,REP_AMER_MM_02,2024-05-22,2024-08-25,Closed Won,181000,1,1,0,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Manufacturing,95,,,,,2,10,0,0,2
OPP_000577,ACC_001956,LEAD_002245,REP_SEU_01,2025-04-18,2025-06-03,Closed Won,224000,1,1,0,converted_mql,Demo Request,EMEA,SOUTHERN_EUROPE,Mid-Market,Manufacturing,46,,,,,1,13,5,0,0
OPP_000578,ACC_000214,LEAD_002594,REP_UKI_01,2024-12-16,,Negotiation,237000,0,0,0,converted_mql,Demo Request,EMEA,UKI,Mid-Market,Healthcare,,,,,,16,10,0,1,1
OPP_000579,ACC_000127,LEAD_000871,REP_AMER_ENT_06,2025-05-13,2025-07-05,Closed Won,675000,1,1,0,converted_mql,Demo Request,AMER,AMER_ENT,Enterprise,Manufacturing,53,,,,,2,7,3,0,2
OPP_000580,ACC_001583,LEAD_001212,REP_AMER_COMM_04,2025-04-05,,Discovery,60000,0,0,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Education,,,,,,8,11,1,1,0
OPP_000581,ACC_000990,LEAD_000531,REP_INDIA_03,2024-09-17,,Demo,157000,0,0,0,converted_mql,Demo Request,EMEA,UKI,Mid-Market,Telecommunications,,,,,,14,12,11,1,0
OPP_000582,ACC_000944,LEAD_005308,REP_FRBNLX_01,2024-10-22,2024-11-28,Closed Lost,49000,1,0,1,converted_mql,Demo Request,EMEA,FR_BENELUX,Commercial,Telecommunications,37,LR_POOR_FIT,Poor fit,Qualification,1,1,3,1,0,3
OPP_000583,ACC_000494,LEAD_002777,REP_AMER_COMM_04,2024-03-08,2024-05-12,Closed Won,41000,1,1,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Healthcare,65,,,,,1,11,4,0,1
OPP_000584,ACC_001443,LEAD_006098,REP_DACH_01,2025-03-09,,Proposal,44000,0,0,0,converted_mql,Demo Request,EMEA,DACH,Commercial,Technology,,,,,,16,8,10,1,2
OPP_000585,ACC_000797,LEAD_001486,REP_JPKR_03,2024-01-23,2024-02-21,Closed Lost,73000,1,0,1,converted_mql,Demo Request,APJ,JAPAN_KOREA,Commercial,Technology,29,LR_POOR_FIT,Poor fit,Qualification,1,0,11,4,0,3
OPP_000586,ACC_002113,LEAD_007333,REP_FRBNLX_01,2024-04-30,2024-07-11,Closed Lost,820000,1,0,1,converted_mql,Demo Request,EMEA,FR_BENELUX,Enterprise,Financial Services,72,LR_POOR_FIT,Poor fit,Qualification,1,2,12,4,0,5
OPP_000587,ACC_001023,LEAD_003737,REP_AMER_COMM_05,2024-03-11,2024-05-03,Closed Lost,59000,1,0,1,converted_mql,Free Trial / Free Sample,AMER,AMER_COMM,Commercial,Healthcare,53,LR_UNRESPONSIVE,Unresponsive,Operational,1,0,3,3,0,2
OPP_000588,ACC_002110,LEAD_011468,REP_LATAM_03,2025-03-15,2025-04-16,Closed Lost,171000,1,0,1,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Telecommunications,32,LR_SLOW_FOLLOW_UP,Slow follow-up,Operational,1,0,16,5,0,2
OPP_000589,ACC_001469,LEAD_011692,REP_SEA_02,2025-05-20,,Discovery,41000,0,0,0,converted_mql,Demo Request,APJ,SEA,Commercial,Healthcare,,,,,,19,12,8,1,1
OPP_000590,ACC_001010,LEAD_005999,REP_JPKR_02,2025-06-02,2025-08-09,Closed Lost,178000,1,0,1,converted_mql,Free Trial / Free Sample,APJ,JAPAN_KOREA,Mid-Market,Technology,68,LR_NO_DECISION,No decision,Timing,0,1,10,0,0,1
OPP_000591,ACC_000625,LEAD_007515,REP_SEA_02,2024-01-30,,Demo,121000,0,0,0,converted_mql,Demo Request,APJ,SEA,Mid-Market,Technology,,,,,,17,10,13,1,3
OPP_000592,ACC_001730,LEAD_006843,REP_SEA_02,2024-11-10,2025-01-03,Closed Won,176000,1,1,0,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Energy,54,,,,,2,10,0,0,0
OPP_000593,ACC_000894,LEAD_000253,REP_AMER_COMM_05,2024-05-07,2024-06-08,Closed Lost,43000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Energy,32,LR_TIMING,Timing,Timing,0,1,8,5,0,3
OPP_000594,ACC_000713,LEAD_008569,REP_AMER_COMM_06,2024-12-23,2025-03-10,Closed Lost,646000,1,0,1,converted_mql,Partner Referral,AMER,AMER_ENT,Enterprise,Logistics,77,LR_SLOW_FOLLOW_UP,Slow follow-up,Operational,1,2,10,6,0,2
OPP_000595,ACC_001097,LEAD_007911,REP_DACH_03,2024-08-02,2024-10-04,Closed Won,161000,1,1,0,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Technology,63,,,,,2,8,2,0,2
OPP_000596,ACC_000742,LEAD_006178,REP_AMER_COMM_05,2025-04-08,2025-04-20,Closed Lost,64000,1,0,1,converted_mql,Paid Search,AMER,AMER_COMM,Commercial,Education,12,LR_NO_DECISION,No decision,Timing,0,0,8,5,0,2
OPP_000597,ACC_001931,LEAD_007797,REP_FRBNLX_03,2024-10-08,2024-12-17,Closed Lost,153000,1,0,1,converted_mql,Demo Request,APJ,JAPAN_KOREA,Mid-Market,Education,70,LR_COMPETITOR_SELECTED,Competitor selected,Competitive,0,1,11,6,0,3
OPP_000598,ACC_001392,LEAD_011420,REP_AMER_ENT_04,2024-09-19,2024-11-22,Closed Won,435000,1,1,0,converted_mql,Demo Request,AMER,AMER_ENT,Enterprise,Technology,64,,,,,0,7,1,0,1
OPP_000599,ACC_000708,LEAD_003645,REP_AMER_MM_01,2025-01-06,2025-01-13,Closed Won,66000,1,1,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Manufacturing,7,,,,,1,6,1,0,0
OPP_000600,ACC_001517,LEAD_002823,REP_AMER_MM_03,2025-01-13,,Proposal,200000,0,0,0,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Retail,,,,,,8,4,7,1,1
OPP_000601,ACC_000485,LEAD_003036,REP_DACH_02,2024-04-26,2024-06-13,Closed Won,157000,1,1,0,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Financial Services,48,,,,,1,10,4,0,0
OPP_000602,ACC_001995,LEAD_007854,REP_ANZ_02,2024-04-01,,Demo,61000,0,0,0,converted_mql,Demo Request,EMEA,SOUTHERN_EUROPE,Commercial,Retail,,,,,,19,8,10,1,0
OPP_000603,ACC_000586,LEAD_007704,REP_AMER_ENT_06,2024-10-22,2024-11-10,Closed Won,23000,1,1,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Retail,19,,,,,2,11,2,0,2
OPP_000604,ACC_002071,LEAD_006289,REP_AMER_COMM_02,2024-02-23,,Proposal,50000,0,0,0,converted_mql,Demo Request,EMEA,FR_BENELUX,Commercial,Retail,,,,,,14,9,13,1,1
OPP_000605,ACC_001637,LEAD_003488,REP_AMER_MM_04,2024-09-25,2024-11-24,Closed Lost,261000,1,0,1,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Healthcare,60,LR_NO_DECISION,No decision,Timing,0,1,8,1,0,2
OPP_000606,ACC_000386,LEAD_002496,REP_SEA_02,2025-05-07,2025-06-29,Closed Won,77000,1,1,0,converted_mql,Demo Request,AMER,LATAM,Mid-Market,Logistics,53,,,,,1,13,1,0,0
OPP_000607,ACC_000159,LEAD_010996,REP_UKI_01,2024-12-20,2025-01-23,Closed Won,40000,1,1,0,converted_mql,Partner Referral,EMEA,UKI,Commercial,Manufacturing,34,,,,,0,21,2,0,0
OPP_000608,ACC_001553,LEAD_006094,REP_FRBNLX_02,2024-11-17,2024-12-06,Closed Lost,57000,1,0,1,converted_mql,Partner Referral,EMEA,FR_BENELUX,Commercial,Healthcare,19,LR_NO_DECISION,No decision,Timing,0,1,7,3,0,2
OPP_000609,ACC_000880,LEAD_004701,REP_LATAM_02,2025-05-23,2025-06-23,Closed Lost,29000,1,0,1,converted_mql,Demo Request,AMER,LATAM,Commercial,Energy,31,LR_NO_DECISION,No decision,Timing,0,0,11,5,0,3
OPP_000610,ACC_001941,LEAD_005695,REP_FRBNLX_03,2025-05-11,2025-07-05,Closed Won,72000,1,1,0,converted_mql,Demo Request,EMEA,FR_BENELUX,Mid-Market,Energy,55,,,,,2,10,4,0,0
OPP_000611,ACC_001453,LEAD_001245,REP_AMER_ENT_08,2025-03-05,2025-04-18,Closed Won,48000,1,1,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Education,44,,,,,1,14,3,0,1
OPP_000612,ACC_001351,LEAD_000223,REP_AMER_COMM_03,2024-01-19,,Discovery,56000,0,0,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Healthcare,,,,,,12,9,4,1,0
OPP_000613,ACC_000342,LEAD_001071,REP_FRBNLX_03,2024-05-30,2024-07-17,Closed Lost,42000,1,0,1,converted_mql,Partner Referral,EMEA,FR_BENELUX,Commercial,Financial Services,48,LR_NO_DECISION,No decision,Timing,0,1,12,6,0,3
OPP_000614,ACC_001231,LEAD_008550,REP_NORDICS_02,2025-05-11,2025-06-20,Closed Lost,139000,1,0,1,converted_mql,Demo Request,EMEA,NORDICS,Mid-Market,Retail,40,LR_TIMING,Timing,Timing,0,2,5,5,0,2
OPP_000615,ACC_001779,LEAD_002787,REP_AMER_MM_05,2024-03-06,,Discovery,364000,0,0,0,converted_mql,Partner Referral,EMEA,UKI,Enterprise,Technology,,,,,,19,12,8,0,3
OPP_000616,ACC_000941,LEAD_006320,REP_AMER_COMM_05,2025-05-02,,Demo,44000,0,0,0,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Healthcare,,,,,,6,7,4,1,1
OPP_000617,ACC_000909,LEAD_007263,REP_AMER_COMM_05,2024-09-30,2024-11-18,Closed Lost,46000,1,0,1,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Education,49,LR_UNRESPONSIVE,Unresponsive,Operational,1,1,4,4,0,2
OPP_000618,ACC_000934,LEAD_009202,REP_INDIA_03,2025-04-27,2025-06-20,Closed Lost,183000,1,0,1,converted_mql,Demo Request,APJ,INDIA,Mid-Market,Manufacturing,54,LR_NO_BUDGET,No budget,Commercial,0,1,9,6,0,1
OPP_000619,ACC_001847,LEAD_008311,REP_LATAM_02,2025-02-06,2025-04-14,Closed Won,40000,1,1,0,converted_mql,Demo Request,AMER,LATAM,Commercial,Technology,67,,,,,1,11,2,0,2
OPP_000620,ACC_000068,LEAD_004368,REP_SEA_01,2024-05-19,2024-07-07,Closed Lost,17000,1,0,1,converted_mql,Demo Request,APJ,SEA,Commercial,Telecommunications,49,LR_POOR_FIT,Poor fit,Qualification,1,2,12,1,0,2
OPP_000621,ACC_001086,LEAD_004987,REP_JPKR_03,2025-03-02,,Qualification,47000,0,0,0,converted_mql,Demo Request,EMEA,DACH,Commercial,Education,,,,,,1,18,2,1,2
OPP_000622,ACC_000331,LEAD_002654,REP_AMER_COMM_05,2024-08-10,,Demo,20000,0,0,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Public Sector,,,,,,22,12,1,1,2
OPP_000623,ACC_000869,LEAD_010634,REP_INDIA_02,2024-10-19,2024-11-26,Closed Lost,180000,1,0,1,converted_mql,Partner Referral,APJ,INDIA,Mid-Market,Technology,38,LR_UNRESPONSIVE,Unresponsive,Operational,1,0,13,2,0,2
OPP_000624,ACC_000583,LEAD_005875,REP_LATAM_01,2024-02-27,2024-04-15,Closed Lost,16000,1,0,1,converted_mql,Demo Request,AMER,LATAM,Commercial,Logistics,48,LR_TERRITORY_CONFUSION,Territory ownership confusion,Operational,1,0,8,6,0,6
OPP_000625,ACC_000197,LEAD_009994,REP_INDIA_02,2024-10-01,2024-11-08,Closed Won,46000,1,1,0,converted_mql,Demo Request,EMEA,DACH,Commercial,Telecommunications,38,,,,,2,8,6,0,2
OPP_000626,ACC_001214,LEAD_001301,REP_MEA_01,2024-04-04,,Proposal,32000,0,0,0,converted_mql,Partner Referral,EMEA,MEA,Commercial,Public Sector,,,,,,24,13,7,1,1
OPP_000627,ACC_000701,LEAD_011307,REP_MEA_01,2024-09-11,,Negotiation,86000,0,0,0,converted_mql,Partner Referral,EMEA,MEA,Commercial,Financial Services,,,,,,8,12,1,1,0
OPP_000628,ACC_000588,LEAD_006905,REP_MEA_02,2025-05-18,2025-06-21,Closed Lost,49000,1,0,1,converted_mql,Demo Request,EMEA,FR_BENELUX,Commercial,Energy,34,LR_UNRESPONSIVE,Unresponsive,Operational,1,0,8,4,0,4
OPP_000629,ACC_000983,LEAD_005848,REP_FRBNLX_02,2025-03-31,2025-05-10,Closed Lost,94000,1,0,1,converted_mql,Demo Request,EMEA,FR_BENELUX,Mid-Market,Public Sector,40,LR_POOR_FIT,Poor fit,Qualification,1,0,5,5,0,4
