ticket_id,created_at,resolved_at,ticket_category,priority,requester_role,initial_team_selected,final_owner_team,triage_method,ai_confidence_score,reassignment_required,reassignment_delay_hours,hours_to_first_action,hours_to_resolution,sla_policy_id,sla_target_hours,sla_due_at,sla_met,sla_breached,post_ai_launch
TICK_000301,2024-04-09 15:47:00,2024-04-13 12:11:00,reporting_request,P4,sales_rep,CRM Eng,Sales Ops,manual_picklist,,1,9.9,18.7,92.4,SLA_REPORTING_REQUEST_P4,120,2024-04-14 15:47:00,1,0,0
TICK_000302,2024-08-14 09:26:00,2024-08-15 01:14:00,forecasting_support,P2,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,3.2,15.8,SLA_FORECASTING_SUPPORT_P2,24,2024-08-15 09:26:00,1,0,0
TICK_000303,2024-01-03 17:59:00,2024-01-04 06:17:00,user_access,P2,marketing_ops,CRM Eng,CRM Eng,manual_picklist,,0,0.0,4.4,12.3,SLA_USER_ACCESS_P2,24,2024-01-04 17:59:00,1,0,0
TICK_000304,2024-09-02 13:03:00,2024-09-03 14:33:00,account_ownership,P2,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,1.7,25.5,SLA_ACCOUNT_OWNERSHIP_P2,24,2024-09-03 13:03:00,0,1,0
TICK_000305,2024-05-28 17:10:00,2024-05-29 06:46:00,lead_routing,P2,sales_manager,Sales Ops,Sales Ops,manual_picklist,,0,0.0,1.5,13.6,SLA_LEAD_ROUTING_P2,24,2024-05-29 17:10:00,1,0,0
TICK_000306,2024-02-08 10:58:00,2024-02-09 02:16:00,forecasting_support,P2,customer_success,Sales Ops,Sales Ops,manual_picklist,,0,0.0,4.2,15.3,SLA_FORECASTING_SUPPORT_P2,24,2024-02-09 10:58:00,1,0,0
TICK_000307,2024-03-23 19:17:00,2024-03-25 06:53:00,contracting_issue,P2,sales_rep,CRM Eng,Order Ops,manual_picklist,,1,14.1,9.9,35.6,SLA_CONTRACTING_ISSUE_P2,24,2024-03-24 19:17:00,0,1,0
TICK_000308,2024-05-31 19:18:00,2024-06-01 16:42:00,account_ownership,P2,sales_rep,CRM Eng,Sales Ops,manual_picklist,,1,7.2,5.0,21.4,SLA_ACCOUNT_OWNERSHIP_P2,24,2024-06-01 19:18:00,1,0,0
TICK_000309,2024-03-27 11:47:00,2024-04-02 16:35:00,territory_assignment,P3,sales_manager,CRM Eng,Sales Ops,manual_picklist,,1,28.8,15.1,148.8,SLA_TERRITORY_ASSIGNMENT_P3,72,2024-03-30 11:47:00,0,1,0
TICK_000310,2024-01-30 17:11:00,2024-02-03 13:41:00,account_ownership,P4,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,10.8,92.5,SLA_ACCOUNT_OWNERSHIP_P4,120,2024-02-04 17:11:00,1,0,0
TICK_000311,2024-07-01 11:30:00,2024-07-01 13:30:00,opportunity_update,P1,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,0.7,2.0,SLA_OPPORTUNITY_UPDATE_P1,4,2024-07-01 15:30:00,1,0,0
TICK_000312,2024-07-03 04:17:00,2024-07-04 18:47:00,account_ownership,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,6.7,38.5,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-07-06 04:17:00,1,0,0
TICK_000313,2024-02-02 13:11:00,2024-02-09 17:11:00,account_ownership,P4,sales_manager,Sales Ops,Sales Ops,manual_picklist,,0,0.0,19.0,172.0,SLA_ACCOUNT_OWNERSHIP_P4,120,2024-02-07 13:11:00,0,1,0
TICK_000314,2024-03-18 01:57:00,2024-03-22 16:27:00,forecasting_support,P4,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,18.5,110.5,SLA_FORECASTING_SUPPORT_P4,120,2024-03-23 01:57:00,1,0,0
TICK_000315,2024-03-07 19:11:00,2024-03-09 05:35:00,account_ownership,P3,sales_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.8,34.4,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-03-10 19:11:00,1,0,0
TICK_000316,2024-06-29 16:05:00,2024-07-02 18:53:00,opportunity_update,P4,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,24.7,74.8,SLA_OPPORTUNITY_UPDATE_P4,120,2024-07-04 16:05:00,1,0,0
TICK_000317,2024-07-19 02:40:00,2024-07-19 16:34:00,lead_routing,P2,sales_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,3.5,13.9,SLA_LEAD_ROUTING_P2,24,2024-07-20 02:40:00,1,0,0
TICK_000318,2024-07-18 04:52:00,2024-07-19 02:04:00,quote_order_issue,P2,customer_success,Order Ops,Order Ops,manual_picklist,,0,0.0,2.9,21.2,SLA_QUOTE_ORDER_ISSUE_P2,24,2024-07-19 04:52:00,1,0,0
TICK_000319,2024-09-14 05:07:00,2024-09-16 00:07:00,opportunity_update,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,10.2,43.0,SLA_OPPORTUNITY_UPDATE_P3,72,2024-09-17 05:07:00,1,0,0
TICK_000320,2024-07-29 14:42:00,2024-07-31 15:48:00,account_ownership,P2,sales_manager,CRM Eng,Sales Ops,manual_picklist,,1,28.3,14.6,49.1,SLA_ACCOUNT_OWNERSHIP_P2,24,2024-07-30 14:42:00,0,1,0
TICK_000321,2024-03-28 20:32:00,2024-03-31 01:38:00,lead_routing,P3,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.2,53.1,SLA_LEAD_ROUTING_P3,72,2024-03-31 20:32:00,1,0,0
TICK_000322,2024-01-30 12:49:00,2024-01-31 05:55:00,forecasting_support,P2,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.4,17.1,SLA_FORECASTING_SUPPORT_P2,24,2024-01-31 12:49:00,1,0,0
TICK_000323,2024-06-17 09:07:00,2024-06-19 02:31:00,field_sync_issue,P2,finance,Order Ops,CRM Eng,manual_picklist,,1,14.7,8.8,41.4,SLA_FIELD_SYNC_ISSUE_P2,24,2024-06-18 09:07:00,0,1,0
TICK_000324,2024-09-07 23:58:00,2024-09-09 00:16:00,lead_routing,P3,sales_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,3.7,24.3,SLA_LEAD_ROUTING_P3,72,2024-09-10 23:58:00,1,0,0
TICK_000325,2024-09-24 04:37:00,2024-09-26 06:55:00,territory_assignment,P3,sales_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,5.6,50.3,SLA_TERRITORY_ASSIGNMENT_P3,72,2024-09-27 04:37:00,1,0,0
TICK_000326,2024-03-04 01:50:00,2024-03-07 00:44:00,territory_assignment,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,4.2,70.9,SLA_TERRITORY_ASSIGNMENT_P3,72,2024-03-07 01:50:00,1,0,0
TICK_000327,2024-03-05 18:21:00,2024-03-08 23:57:00,forecasting_support,P4,customer_success,CRM Eng,Sales Ops,manual_picklist,,1,13.4,23.7,77.6,SLA_FORECASTING_SUPPORT_P4,120,2024-03-10 18:21:00,1,0,0
TICK_000328,2024-01-11 06:56:00,2024-01-12 07:56:00,quote_order_issue,P2,sales_rep,Order Ops,Order Ops,manual_picklist,,0,0.0,3.5,25.0,SLA_QUOTE_ORDER_ISSUE_P2,24,2024-01-12 06:56:00,0,1,0
TICK_000329,2024-02-08 16:37:00,2024-02-12 23:01:00,data_quality,P3,marketing_ops,Order Ops,Sales Ops,manual_picklist,,1,13.5,11.8,102.4,SLA_DATA_QUALITY_P3,72,2024-02-11 16:37:00,0,1,0
TICK_000330,2024-06-01 00:07:00,2024-06-02 16:55:00,account_ownership,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,6.8,40.8,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-06-04 00:07:00,1,0,0
TICK_000331,2024-05-29 19:55:00,2024-05-30 06:43:00,automation_bug,P1,legal,Order Ops,CRM Eng,manual_picklist,,1,8.5,4.4,10.8,SLA_AUTOMATION_BUG_P1,4,2024-05-29 23:55:00,0,1,0
TICK_000332,2024-04-11 15:47:00,2024-04-17 08:05:00,automation_bug,P3,sales_rep,Sales Ops,CRM Eng,manual_picklist,,1,20.9,12.4,136.3,SLA_AUTOMATION_BUG_P3,72,2024-04-14 15:47:00,0,1,0
TICK_000333,2024-03-25 22:18:00,2024-03-28 10:06:00,territory_assignment,P3,customer_success,Sales Ops,Sales Ops,manual_picklist,,0,0.0,5.5,59.8,SLA_TERRITORY_ASSIGNMENT_P3,72,2024-03-28 22:18:00,1,0,0
TICK_000334,2024-08-15 08:32:00,2024-08-17 00:44:00,territory_assignment,P2,sales_development,CRM Eng,Sales Ops,manual_picklist,,1,12.0,7.6,40.2,SLA_TERRITORY_ASSIGNMENT_P2,24,2024-08-16 08:32:00,0,1,0
TICK_000335,2024-05-06 01:23:00,2024-05-09 08:17:00,opportunity_update,P3,sales_rep,Order Ops,Sales Ops,manual_picklist,,1,20.9,15.0,78.9,SLA_OPPORTUNITY_UPDATE_P3,72,2024-05-09 01:23:00,0,1,0
TICK_000336,2024-08-09 11:32:00,2024-08-10 16:50:00,automation_bug,P2,sales_rep,Order Ops,CRM Eng,manual_picklist,,1,6.1,3.9,29.3,SLA_AUTOMATION_BUG_P2,24,2024-08-10 11:32:00,0,1,0
TICK_000337,2024-09-20 22:57:00,2024-09-21 16:39:00,user_access,P2,sales_rep,CRM Eng,CRM Eng,manual_picklist,,0,0.0,2.5,17.7,SLA_USER_ACCESS_P2,24,2024-09-21 22:57:00,1,0,0
TICK_000338,2024-03-27 21:53:00,2024-03-30 07:47:00,user_access,P3,sales_development,Sales Ops,CRM Eng,manual_picklist,,1,21.0,13.7,57.9,SLA_USER_ACCESS_P3,72,2024-03-30 21:53:00,1,0,0
TICK_000339,2024-02-25 13:12:00,2024-02-26 23:29:59,field_sync_issue,P2,marketing_ops,CRM Eng,CRM Eng,manual_picklist,,0,0.0,3.0,34.3,SLA_FIELD_SYNC_ISSUE_P2,24,2024-02-26 13:12:00,0,1,0
TICK_000340,2024-09-18 02:58:00,2024-09-18 23:58:00,account_ownership,P2,sales_manager,Sales Ops,Sales Ops,manual_picklist,,0,0.0,4.9,21.0,SLA_ACCOUNT_OWNERSHIP_P2,24,2024-09-19 02:58:00,1,0,0
TICK_000341,2024-06-22 22:26:00,2024-06-24 04:44:00,account_ownership,P3,sales_ops,Order Ops,Sales Ops,manual_picklist,,1,4.0,5.1,30.3,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-06-25 22:26:00,1,0,0
TICK_000342,2024-03-20 17:42:00,2024-03-23 07:54:00,lead_routing,P3,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,8.5,62.2,SLA_LEAD_ROUTING_P3,72,2024-03-23 17:42:00,1,0,0
TICK_000343,2024-06-19 09:45:00,2024-06-26 08:57:00,field_sync_issue,P4,sales_ops,CRM Eng,CRM Eng,manual_picklist,,0,0.0,28.0,167.2,SLA_FIELD_SYNC_ISSUE_P4,120,2024-06-24 09:45:00,0,1,0
TICK_000344,2024-05-21 03:28:00,2024-05-24 23:10:00,reporting_request,P3,sales_manager,CRM Eng,Sales Ops,manual_picklist,,1,18.8,13.4,91.7,SLA_REPORTING_REQUEST_P3,72,2024-05-24 03:28:00,0,1,0
TICK_000345,2024-09-05 02:27:00,2024-09-07 03:27:00,account_ownership,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,6.6,49.0,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-09-08 02:27:00,1,0,0
TICK_000346,2024-03-11 03:27:00,2024-03-13 00:33:00,lead_routing,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,6.7,45.1,SLA_LEAD_ROUTING_P3,72,2024-03-14 03:27:00,1,0,0
TICK_000347,2024-09-28 15:51:00,2024-09-30 13:09:00,user_access,P3,sales_rep,Order Ops,CRM Eng,manual_picklist,,1,5.1,7.1,45.3,SLA_USER_ACCESS_P3,72,2024-10-01 15:51:00,1,0,0
TICK_000348,2024-09-13 11:23:00,2024-09-17 09:11:00,automation_bug,P3,sales_rep,CRM Eng,CRM Eng,manual_picklist,,0,0.0,2.8,93.8,SLA_AUTOMATION_BUG_P3,72,2024-09-16 11:23:00,0,1,0
TICK_000349,2024-02-19 12:16:00,2024-02-21 07:22:00,user_access,P4,sales_ops,CRM Eng,CRM Eng,manual_picklist,,0,0.0,17.5,43.1,SLA_USER_ACCESS_P4,120,2024-02-24 12:16:00,1,0,0
TICK_000350,2024-02-15 02:21:00,2024-02-19 16:39:00,territory_assignment,P4,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,9.5,110.3,SLA_TERRITORY_ASSIGNMENT_P4,120,2024-02-20 02:21:00,1,0,0
TICK_000351,2024-05-26 02:11:00,2024-05-29 05:29:00,quote_order_issue,P4,sales_rep,Order Ops,Order Ops,manual_picklist,,0,0.0,18.8,75.3,SLA_QUOTE_ORDER_ISSUE_P4,120,2024-05-31 02:11:00,1,0,0
TICK_000352,2024-01-13 07:23:00,2024-01-15 22:41:00,automation_bug,P3,marketing_ops,Order Ops,CRM Eng,manual_picklist,,1,8.1,6.5,63.3,SLA_AUTOMATION_BUG_P3,72,2024-01-16 07:23:00,1,0,0
TICK_000353,2024-03-22 20:06:00,2024-03-25 14:11:59,user_access,P4,sales_manager,CRM Eng,CRM Eng,manual_picklist,,0,0.0,12.3,66.1,SLA_USER_ACCESS_P4,120,2024-03-27 20:06:00,1,0,0
TICK_000354,2024-04-29 05:05:00,2024-05-01 16:05:00,user_access,P3,sales_rep,Sales Ops,CRM Eng,manual_picklist,,1,17.0,10.7,59.0,SLA_USER_ACCESS_P3,72,2024-05-02 05:05:00,1,0,0
TICK_000355,2024-09-22 14:43:00,2024-09-23 15:25:00,quote_order_issue,P2,finance,Order Ops,Order Ops,manual_picklist,,0,0.0,2.3,24.7,SLA_QUOTE_ORDER_ISSUE_P2,24,2024-09-23 14:43:00,0,1,0
TICK_000356,2024-09-28 21:04:00,2024-09-29 10:22:00,quote_order_issue,P2,sales_rep,Order Ops,Order Ops,manual_picklist,,0,0.0,2.1,13.3,SLA_QUOTE_ORDER_ISSUE_P2,24,2024-09-29 21:04:00,1,0,0
TICK_000357,2024-02-11 12:34:00,2024-02-12 11:40:00,reporting_request,P2,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,1.8,23.1,SLA_REPORTING_REQUEST_P2,24,2024-02-12 12:34:00,1,0,0
TICK_000358,2024-09-01 07:46:00,2024-09-03 05:52:00,opportunity_update,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.4,46.1,SLA_OPPORTUNITY_UPDATE_P3,72,2024-09-04 07:46:00,1,0,0
TICK_000359,2024-01-25 21:43:00,2024-01-28 20:43:00,opportunity_update,P3,sales_manager,Order Ops,Sales Ops,manual_picklist,,1,28.4,19.8,71.0,SLA_OPPORTUNITY_UPDATE_P3,72,2024-01-28 21:43:00,1,0,0
TICK_000360,2024-07-24 02:26:00,2024-07-25 03:08:00,field_sync_issue,P2,legal,CRM Eng,CRM Eng,manual_picklist,,0,0.0,3.9,24.7,SLA_FIELD_SYNC_ISSUE_P2,24,2024-07-25 02:26:00,0,1,0
TICK_000361,2024-08-19 16:11:00,2024-08-21 13:05:00,forecasting_support,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,8.7,44.9,SLA_FORECASTING_SUPPORT_P3,72,2024-08-22 16:11:00,1,0,0
TICK_000362,2024-09-01 01:55:00,2024-09-05 02:01:00,lead_routing,P4,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,9.0,96.1,SLA_LEAD_ROUTING_P4,120,2024-09-06 01:55:00,1,0,0
TICK_000363,2024-03-02 05:50:00,2024-03-05 18:14:00,territory_assignment,P4,legal,Sales Ops,Sales Ops,manual_picklist,,0,0.0,15.2,84.4,SLA_TERRITORY_ASSIGNMENT_P4,120,2024-03-07 05:50:00,1,0,0
TICK_000364,2024-09-01 19:36:00,2024-09-02 18:36:00,quote_order_issue,P2,sales_rep,Order Ops,Order Ops,manual_picklist,,0,0.0,1.5,23.0,SLA_QUOTE_ORDER_ISSUE_P2,24,2024-09-02 19:36:00,1,0,0
TICK_000365,2024-02-01 18:05:00,2024-02-04 06:59:00,quote_order_issue,P3,sales_rep,Sales Ops,Order Ops,manual_picklist,,1,14.7,13.4,60.9,SLA_QUOTE_ORDER_ISSUE_P3,72,2024-02-04 18:05:00,1,0,0
TICK_000366,2024-05-22 04:02:00,2024-05-23 04:20:00,contracting_issue,P2,sales_rep,Order Ops,Order Ops,manual_picklist,,0,0.0,3.3,24.3,SLA_CONTRACTING_ISSUE_P2,24,2024-05-23 04:02:00,0,1,0
TICK_000367,2024-05-08 15:18:00,2024-05-10 08:24:00,opportunity_update,P3,marketing_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.2,41.1,SLA_OPPORTUNITY_UPDATE_P3,72,2024-05-11 15:18:00,1,0,0
TICK_000368,2024-03-27 13:09:00,2024-03-28 22:09:00,automation_bug,P2,sales_rep,CRM Eng,CRM Eng,manual_picklist,,0,0.0,3.0,33.0,SLA_AUTOMATION_BUG_P2,24,2024-03-28 13:09:00,0,1,0
TICK_000369,2024-01-07 01:51:00,2024-01-08 12:33:00,field_sync_issue,P2,customer_success,Order Ops,CRM Eng,manual_picklist,,1,8.2,6.6,34.7,SLA_FIELD_SYNC_ISSUE_P2,24,2024-01-08 01:51:00,0,1,0
TICK_000370,2024-07-30 12:12:00,2024-08-06 00:42:00,account_ownership,P3,legal,Order Ops,Sales Ops,manual_picklist,,1,20.9,18.6,156.5,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-08-02 12:12:00,0,1,0
TICK_000371,2024-04-01 22:16:00,2024-04-02 07:46:00,territory_assignment,P2,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.3,9.5,SLA_TERRITORY_ASSIGNMENT_P2,24,2024-04-02 22:16:00,1,0,0
TICK_000372,2024-06-30 07:58:00,2024-06-30 19:16:00,contracting_issue,P1,sales_development,Sales Ops,Order Ops,manual_picklist,,1,7.6,3.7,11.3,SLA_CONTRACTING_ISSUE_P1,4,2024-06-30 11:58:00,0,1,0
TICK_000373,2024-04-22 09:49:00,2024-04-24 05:55:00,lead_routing,P4,sales_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,7.3,44.1,SLA_LEAD_ROUTING_P4,120,2024-04-27 09:49:00,1,0,0
TICK_000374,2024-04-12 09:13:00,2024-04-14 09:49:00,reporting_request,P3,finance,Sales Ops,Sales Ops,manual_picklist,,0,0.0,4.4,48.6,SLA_REPORTING_REQUEST_P3,72,2024-04-15 09:13:00,1,0,0
TICK_000375,2024-08-30 20:23:00,2024-08-31 09:59:00,user_access,P2,sales_ops,CRM Eng,CRM Eng,manual_picklist,,0,0.0,3.6,13.6,SLA_USER_ACCESS_P2,24,2024-08-31 20:23:00,1,0,0
TICK_000376,2024-01-26 21:30:00,2024-01-29 09:42:00,user_access,P3,sales_ops,CRM Eng,CRM Eng,manual_picklist,,0,0.0,5.0,60.2,SLA_USER_ACCESS_P3,72,2024-01-29 21:30:00,1,0,0
TICK_000377,2024-07-20 19:39:00,2024-07-22 19:09:00,account_ownership,P3,marketing_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,7.1,47.5,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-07-23 19:39:00,1,0,0
TICK_000378,2024-07-23 14:56:00,2024-07-23 22:08:00,user_access,P1,finance,Order Ops,CRM Eng,manual_picklist,,1,5.6,2.7,7.2,SLA_USER_ACCESS_P1,4,2024-07-23 18:56:00,0,1,0
TICK_000379,2024-04-14 02:52:00,2024-04-16 18:46:00,territory_assignment,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,1.8,63.9,SLA_TERRITORY_ASSIGNMENT_P3,72,2024-04-17 02:52:00,1,0,0
TICK_000380,2024-03-12 21:58:00,2024-03-16 00:40:00,field_sync_issue,P3,sales_development,Sales Ops,CRM Eng,manual_picklist,,1,27.8,18.3,74.7,SLA_FIELD_SYNC_ISSUE_P3,72,2024-03-15 21:58:00,0,1,0
TICK_000381,2024-01-02 10:02:00,2024-01-05 21:44:00,territory_assignment,P3,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,4.4,83.7,SLA_TERRITORY_ASSIGNMENT_P3,72,2024-01-05 10:02:00,0,1,0
TICK_000382,2024-09-13 16:14:00,2024-09-13 18:26:00,user_access,P1,sales_rep,CRM Eng,CRM Eng,manual_picklist,,0,0.0,0.6,2.2,SLA_USER_ACCESS_P1,4,2024-09-13 20:14:00,1,0,0
TICK_000383,2024-09-16 16:33:00,2024-09-17 23:51:00,automation_bug,P2,sales_manager,CRM Eng,CRM Eng,manual_picklist,,0,0.0,1.6,31.3,SLA_AUTOMATION_BUG_P2,24,2024-09-17 16:33:00,0,1,0
TICK_000384,2024-03-07 00:02:00,2024-03-07 23:26:00,territory_assignment,P2,legal,Sales Ops,Sales Ops,manual_picklist,,0,0.0,1.0,23.4,SLA_TERRITORY_ASSIGNMENT_P2,24,2024-03-08 00:02:00,1,0,0
TICK_000385,2024-01-09 17:21:00,2024-01-11 17:21:00,territory_assignment,P3,sales_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,3.2,48.0,SLA_TERRITORY_ASSIGNMENT_P3,72,2024-01-12 17:21:00,1,0,0
TICK_000386,2024-02-03 15:09:00,2024-02-04 08:02:59,automation_bug,P2,marketing_ops,CRM Eng,CRM Eng,manual_picklist,,0,0.0,1.9,16.9,SLA_AUTOMATION_BUG_P2,24,2024-02-04 15:09:00,1,0,0
TICK_000387,2024-01-19 12:55:00,2024-01-20 09:37:00,lead_routing,P2,sales_development,CRM Eng,Sales Ops,manual_picklist,,1,9.2,7.1,20.7,SLA_LEAD_ROUTING_P2,24,2024-01-20 12:55:00,1,0,0
TICK_000388,2024-08-15 17:03:00,2024-08-15 19:51:00,territory_assignment,P1,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,0.3,2.8,SLA_TERRITORY_ASSIGNMENT_P1,4,2024-08-15 21:03:00,1,0,0
TICK_000389,2024-09-01 09:08:00,2024-09-05 05:14:00,data_quality,P3,sales_rep,CRM Eng,Sales Ops,manual_picklist,,1,18.3,15.8,92.1,SLA_DATA_QUALITY_P3,72,2024-09-04 09:08:00,0,1,0
TICK_000390,2024-02-11 23:11:00,2024-02-14 17:59:00,quote_order_issue,P3,sales_rep,Order Ops,Order Ops,manual_picklist,,0,0.0,4.4,66.8,SLA_QUOTE_ORDER_ISSUE_P3,72,2024-02-14 23:11:00,1,0,0
TICK_000391,2024-07-23 14:08:00,2024-07-25 21:50:00,reporting_request,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,5.0,55.7,SLA_REPORTING_REQUEST_P3,72,2024-07-26 14:08:00,1,0,0
TICK_000392,2024-02-19 02:34:00,2024-02-20 17:16:00,opportunity_update,P3,customer_success,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.3,38.7,SLA_OPPORTUNITY_UPDATE_P3,72,2024-02-22 02:34:00,1,0,0
TICK_000393,2024-04-10 14:21:00,2024-04-11 20:21:00,contracting_issue,P2,sales_rep,Order Ops,Order Ops,manual_picklist,,0,0.0,3.3,30.0,SLA_CONTRACTING_ISSUE_P2,24,2024-04-11 14:21:00,0,1,0
TICK_000394,2024-06-13 05:54:00,2024-06-14 02:42:00,data_quality,P2,sales_manager,Sales Ops,Sales Ops,manual_picklist,,0,0.0,5.0,20.8,SLA_DATA_QUALITY_P2,24,2024-06-14 05:54:00,1,0,0
TICK_000395,2024-07-16 06:15:00,2024-07-20 16:57:00,data_quality,P4,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,16.5,106.7,SLA_DATA_QUALITY_P4,120,2024-07-21 06:15:00,1,0,0
TICK_000396,2024-08-27 15:32:00,2024-08-30 04:32:00,opportunity_update,P4,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,8.7,61.0,SLA_OPPORTUNITY_UPDATE_P4,120,2024-09-01 15:32:00,1,0,0
TICK_000397,2024-01-13 06:39:00,2024-01-15 10:57:00,account_ownership,P3,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.1,52.3,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-01-16 06:39:00,1,0,0
TICK_000398,2024-02-23 19:37:00,2024-02-27 08:55:00,account_ownership,P3,sales_development,CRM Eng,Sales Ops,manual_picklist,,1,25.5,15.5,85.3,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-02-26 19:37:00,0,1,0
TICK_000399,2024-03-17 20:47:00,2024-03-21 18:47:00,user_access,P4,sales_manager,CRM Eng,CRM Eng,manual_picklist,,0,0.0,12.6,94.0,SLA_USER_ACCESS_P4,120,2024-03-22 20:47:00,1,0,0
TICK_000400,2024-03-26 00:12:00,2024-03-30 01:00:00,lead_routing,P4,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,19.8,96.8,SLA_LEAD_ROUTING_P4,120,2024-03-31 00:12:00,1,0,0
TICK_000401,2024-09-30 11:30:00,2024-09-30 21:18:00,user_access,P2,finance,CRM Eng,CRM Eng,manual_picklist,,0,0.0,1.6,9.8,SLA_USER_ACCESS_P2,24,2024-10-01 11:30:00,1,0,0
TICK_000402,2024-08-01 00:48:00,2024-08-01 17:06:00,territory_assignment,P2,marketing_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.3,16.3,SLA_TERRITORY_ASSIGNMENT_P2,24,2024-08-02 00:48:00,1,0,0
TICK_000403,2024-03-28 19:51:00,2024-04-01 00:21:00,opportunity_update,P3,marketing_ops,CRM Eng,Sales Ops,manual_picklist,,1,30.2,18.9,76.5,SLA_OPPORTUNITY_UPDATE_P3,72,2024-03-31 19:51:00,0,1,0
TICK_000404,2024-09-23 06:37:00,2024-09-24 13:25:00,territory_assignment,P2,sales_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,3.2,30.8,SLA_TERRITORY_ASSIGNMENT_P2,24,2024-09-24 06:37:00,0,1,0
TICK_000405,2024-05-16 19:39:00,2024-05-17 16:39:00,reporting_request,P2,sales_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,3.4,21.0,SLA_REPORTING_REQUEST_P2,24,2024-05-17 19:39:00,1,0,0
TICK_000406,2024-05-17 04:51:00,2024-05-18 20:33:00,user_access,P3,sales_manager,CRM Eng,CRM Eng,manual_picklist,,0,0.0,3.6,39.7,SLA_USER_ACCESS_P3,72,2024-05-20 04:51:00,1,0,0
TICK_000407,2024-04-28 20:37:00,2024-04-29 07:13:00,opportunity_update,P2,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.2,10.6,SLA_OPPORTUNITY_UPDATE_P2,24,2024-04-29 20:37:00,1,0,0
TICK_000408,2024-02-09 10:56:00,2024-02-10 01:56:00,territory_assignment,P2,sales_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.3,15.0,SLA_TERRITORY_ASSIGNMENT_P2,24,2024-02-10 10:56:00,1,0,0
TICK_000409,2024-09-13 00:07:00,2024-09-18 20:25:00,territory_assignment,P4,sales_rep,Order Ops,Sales Ops,manual_picklist,,1,14.4,22.0,140.3,SLA_TERRITORY_ASSIGNMENT_P4,120,2024-09-18 00:07:00,0,1,0
TICK_000410,2024-01-04 19:20:00,2024-01-10 14:50:00,field_sync_issue,P3,sales_rep,Sales Ops,CRM Eng,manual_picklist,,1,28.7,16.5,139.5,SLA_FIELD_SYNC_ISSUE_P3,72,2024-01-07 19:20:00,0,1,0
